"avg_watch_time","caption","collaborators","comment_sentiment_rate","comments","created_date","created_time","eng_rate_by_reach","eng_rate_by_views","engagement","engagement_rate","follower_change_24h","followers","id","image","likes","link","media_id","product_tags","profile_visits","reach","reach_rate","saved","shares","timezone","type","username","views"
,"What’s better than having one Kamath brother at the fest?
Having both of them there!
@nikhilkamathcio is coming to the Zero1 Fest✨

Whether it’s building Zerodha from ground-up or acing the content game, our very own Bangalore Boy does it all and does it WELL 🌟
Which is why we REALLY wanted him to be a panellist at the fest.

What does it take to build a successful business? How do you get your money to make more money?  How do you ace the content game? If you’re looking for answers to such questions, join Nikhil at the Zero1 Fest on 14th March 🗓️

Earn your passes now on the Zero1 App⚡
Link in bio!

[fest, finance, zero1, explore page, Bangalore]","zerodhaonline , nikhilkamathcio","22.93","70","2025-03-01","2025-03-01T17:19:39.000000+0530","4.65","3.18","11013","17.01",,"60545","18077228614640842","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18077228614640842/482292772_17913490047075017_8865332702046201202_n.jpg","10226","https://www.instagram.com/p/DGp9iZQy67h/","3578662023347285729_62271955016",,"2556","227156","375.19","273","444","IST","image","zero1byzerodha","332663"
,"22,000 downloads, 13,000 mission attempts—3,005 people earned their way in through the Zero1 App, proving that this fest wasn’t just about showing up, but about being part of something bigger!

From 9 power-packed panels on money, business, and health with Kunal Shah as the surprise panelist during the Kamath Brother’s pitch to 10 interactive experience zones. The crossover between finance and pop culture wasn’t just talked about—it was experienced💛

Prateek Singh & Swati Sharma of Zero1 turned up the stakes during the Zero1 Takeover, giving out 4 Gold Passes live on stage. One attendee, who stacked up an impressive 12,000 tokens, claimed the mystery box—filled with signed merch and even ₹10,000 worth of Nifty 50 ETFs, gifted by Nithin Kamath💸

Then came the banger performances by Raftaar and Lisa Mishra while Kenny Sebastian, Urooj Ashfaq & Abhishek Upmanyu had the crowd in splits ⚡️

Zero1 Fest 2025 was truly one for the books 🫶

[fest, explore page, finance, Bangalore]","under25official , nithinkamath , zerodhaonline , prateek_learnapp","33.48","52","2025-03-18","2025-03-18T18:16:09.000000+0530","8.73","4.88","11520","16.27",,"67461","17866555014264851","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17866555014264851/484977207_17915520459075017_6899373032126066385_n.jpg","10925","https://www.instagram.com/p/DHV1hGKSd3e/","3591011648720723422_62271955016",,"772","128177","190","214","329","IST","carousel","zero1byzerodha","229151"
"15022","Behind every hit song is an artist who deserves more👏

[music, podcast, explore page, women, finance, girl boss]",,"6.07","37","2025-02-26","2025-02-26T12:56:04.000000+0530","2.02","0.59","9226","13.5",,"59935","17916098468964005","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17916098468964005/481877197_17913102732075017_3256461615721746447_n.jpg","8053","https://www.instagram.com/reel/DGhwyH6st3r/","3576354129816247787_62271955016",,,"422396","704.76","434","702","IST","reel","zero1byzerodha","1451852"
,"It’s been one hell of a journey,
And we can’t get enough of it🫶

Watch the full episode of ‘The How’ now live on Zero1 Hustle⚡
Link in bio🔗

[new channel, explore page, podcast]","artguyrob","39.86","20","2025-01-17","2025-01-17T11:21:44.000000+0530","5.7","3.18","7534","12.82",,"58140","18042442769353060","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18042442769353060/474146088_17908459779075017_8896993894659934819_n.jpg","7434","https://www.instagram.com/p/DE6mZUZyw_f/","3547316522169602015_62271955016",,"335","131720","226.56","51","29","IST","carousel","zero1byzerodha","235768"
,"Our panellists ATE and left no crumbs ⚡
Thank you for making the Zero1 Fest so special ❤️

[fest, panellists, Bangalore, explore page, finance, business]",,"26.04","19","2025-03-27","2025-03-27T18:54:56.000000+0530","8.51","6.61","8797","11.87",,"68090","17844646788433761","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17844646788433761/486937540_17916447366075017_1551705342252232629_n.jpg","8064","https://www.instagram.com/p/DHtFHDSsG5k/","3597554152142564964_62271955016",,"3170","100897","148.18","499","215","IST","carousel","zero1byzerodha","129788"
"8371","True growth begins with discourse 💸

[fest, explore page, panelist, Bangalore]",,"32.04","24","2025-04-09","2025-04-09T17:47:37.000000+0530","8.65","5.92","10279","10.66",,"79400","18044416796455906","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18044416796455906/489016633_17917846362075017_2707763022483629264_n.jpg","8437","https://www.instagram.com/reel/DIObas-s813/","3606940933829152119_62271955016",,,"109254","137.6","994","824","IST","reel","zero1byzerodha","159839"
"15337","Get to know how creators make money through brand collaboration from India's most iconic mentallist @thesuhanishah⚡

[creators, money, collabs, explore page, influencer, podcast]",,"9.63","57","2025-07-23","2025-07-23T17:30:31.000000+0530","2.42","1.46","19060","10.19","892","124792","18132322804440391","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18132322804440391/521479159_17929520160075017_789941876980219135_n.jpg","12664","https://www.instagram.com/reel/DMcwzQUCosw/","3683033223724174128_62271955016",,,"603416","483.54","1860","4481","IST","reel","zero1byzerodha","999661"
,"Age is just a number - Actor cum Entrepreneur @suniel.shetty is living proof of that ✨

Throughout his career he’s been an advocate for health, fitness, and overall wellbeing. Whether it’s calling out ‘Get fit quick’ workouts or standing for work-life balance, he’s been an active voice helping people understand the importance of a healthy lifestyle.

Which is why he was the perfect fit for this year’s Zero1 Fest ⚡

Join us on 14th March to catch him LIVE 🎥
You can earn your pass through the Zero1 App. Link in bio!

[fest, panelist, explore page, Bangalore, finance]",,"50.81","105","2025-02-24","2025-02-24T12:17:34.000000+0530","2.87","2.43","6193","10.13",,"59688","18065070658916123","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18065070658916123/481121867_17912862261075017_220491246295158494_n.jpg","5942","https://www.instagram.com/p/DGci_gQs9sf/","3574886101773703967_62271955016",,"364","212303","355.69","46","100","IST","image","zero1byzerodha","251131"
,"From Baby Doll to Bajao Records, @kanik4kapoor takes us behind the scenes 🎤🫶

Catch her story on Zero1 Hustle’s Girlboss⚡
Link in bio 🔗

[podcast, women, girl boss, explore page, finance]","kanik4kapoor","50.28","48","2025-02-15","2025-02-15T19:22:16.000000+0530","4.43","3.02","5766","9.22",,"59232","18096696055508311","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18096696055508311/479182043_17911828515075017_2315326791679460463_n.jpg","5411","https://www.instagram.com/p/DGGIcNkyhdg/","3568576877831001952_62271955016",,"402","129209","218.14","259","48","IST","carousel","zero1byzerodha","189187"
"11535","From ISRO's innovations in space and tech to promoting startups, @nambi661 Sir spills it all in his 'Think like a Genius' panel at the Zero1 fest✨

[start-ups, business, aerospace, explore page, ISRO]","thethinkschool","22.01","28","2025-07-07","2025-07-07T17:48:04.000000+0530","8.38","4.99","12751","8.14","461","120909","18047520203217460","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18047520203217460/516396596_17927731173075017_486660484660185484_n.jpg","9810","https://www.instagram.com/reel/DLzmfypgLrk/","3671447431691680484_62271955016",,,"136820","113.16","1628","1285","IST","reel","zero1byzerodha","229783"
"12752","Maybe the real flex is building something AI can’t replace 💸

[fest, panel, Bangalore, open AI, jobs, explore page]",,"28.75","14","2025-04-18","2025-04-18T19:30:11.000000+0530","10.06","6.74","9097","7.56",,"90221","18004140899592759","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18004140899592759/491519759_17918775801075017_3561083733829319113_n.jpg","6807","https://www.instagram.com/reel/DIlyJlMSOT8/","3613514836770088188_62271955016",,,"80121","88.81","1242","1034","IST","reel","zero1byzerodha","119623"
"15418","Behind every figured-it-out kid is a parent who let them explore 🫂

[childhood, career, podcast, girl boss, women]",,,"4","2025-04-29","2025-04-29T18:51:53.000000+0530","3.65","2.6","8163","7.56",,"93986","18063615926311065","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18063615926311065/494722918_701800322223702_644522480161104999_n.jpg","7103","https://www.instagram.com/reel/DJCBSWLSkiH/","3621462709168130183_62271955016",,,"209149","222.53","526","530","IST","reel","zero1byzerodha","293888"
"18777","The real game lies in reaching the right customers⚡

[business, women, explore page, customer, reels]",,"21.24","26","2025-05-21","2025-05-21T17:30:34.000000+0530","4.12","2.65","8816","6.51",,"103351","18061362170279652","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18061362170279652/499823435_17922461760075017_6047687454159086115_n.jpg","6706","https://www.instagram.com/reel/DJ6itHwh4pH/","3637372283343309383_62271955016",,,"185283","179.28","897","1187","IST","reel","zero1byzerodha","287576"
,"🤕📉

[market crash, stocks, explore page, finance, money]",,"17.78","18","2025-04-07","2025-04-07T18:09:39.000000+0530","4.7","3.64","7357","6.15",,"77618","17902187808149840","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17902187808149840/489363735_17917641585075017_1556335922922914001_n.jpg","4754","https://www.instagram.com/p/DIJUrBsPWZr/","3605503894370477675_62271955016",,"854","106423","137.11","226","2359","IST","carousel","zero1byzerodha","137483"
"22523","@kushakapila is proof that some stories begin with never saying ""I can't""🫰

[podcast, women, business, explore page, artist]",,"38.81","7","2025-05-19","2025-05-19T18:20:58.000000+0530","5.02","3.34","7633","5.87",,"102383","18104647789516171","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18104647789516171/501211561_17922993138075017_6901695334266568181_n.jpg","6001","https://www.instagram.com/reel/DJ1fSlmMl8M/","3635949890933251852_62271955016",,,"135898","132.73","813","812","IST","reel","zero1byzerodha","204107"
,"Building something awesome? Have an idea that could change the world?

Pitch directly to the Kamath brothers!
Fill out the form in our bio! 5 winners get to skip the queue with direct entry to Zero1 Fest and pitch their ideas!
Applications shut at 4:00 PM on 12/03/25.

P.S.- @thewtfund will be there with a surprise announcement. See you there 🚀","thewtfund","16.12","39","2025-03-11","2025-03-11T20:18:01.000000+0530","5.12","3.73","4434","5.64",,"62755","18343213426159194","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18343213426159194/483554369_17914708563075017_2273617118867195383_n.jpg","3500","https://www.instagram.com/p/DHEB5o2SXn9/","3585999562210900477_62271955016",,"1207","76200","121.42","361","534","IST","image","zero1byzerodha","104617"
,"True freedom is listening, even when you disagree👏

[truth, freedom, explore page, opinion, discourse]",,"18.22","34","2025-07-14","2025-07-14T17:47:11.000000+0530","6.88","3.79","8263","5.37","955","122601","18050677457408376","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18050677457408376/520389146_17928503370075017_8146168549749594165_n.jpg","6549","https://www.instagram.com/p/DMFoAMvtkRB/","3676520606363698241_62271955016",,"473","107296","87.52","803","877","IST","carousel","zero1byzerodha","194926"
,"Nithin will be at the Zero1 fest, on the 14th of March⚡

From managing his father’s portfolio at age 17 to the life of serial entrepreneurship. Nithin’s lived the ups and downs of the market and building a business. This is EXACTLY why his name was a no-brainer for this year’s money panel.

Where do you start? What mistakes to avoid? Which risks to take? He’ll be answering all these questions at the Zero1 Fest. If you’re seeking these answers, we’ll see you at Chamara Vajra, Bangalore!

Earn your pass by completing the mission on the Zero1 App 💛
Link in bio!

[fest, panelist, explore page, Bangalore, finance]","nithinkamath , zerodhaonline","16.04","16","2025-02-17","2025-02-17T18:34:33.000000+0530","4.52","3.34","2956","4.62",,"59348","18481885654047493","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18481885654047493/480439915_17912069052075017_7861345279523704640_n.jpg","2724","https://www.instagram.com/p/DGLMkiTMDEF/","3570002416909693189_62271955016",,"710","62910","106","102","114","IST","image","zero1byzerodha","84975"
"17393","If you woke up as Nikhil Kamath tomorrow, what would you do?

[fest, finance, Bangalore, zero1, Nikhil Kamath]",,"25.86","25","2025-03-25","2025-03-25T19:00:26.000000+0530","7.13","4.36","3692","4.46",,"67816","18121218685431713","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18121218685431713/486506689_17916243354075017_4446526584812949147_n.jpg","2998","https://www.instagram.com/reel/DHn771osmW-/","3596106424263009726_62271955016",,,"47274","69.71","346","323","IST","reel","zero1byzerodha","77324"
,"In a world where marketing is used to confuse the audience, Revant Himatsingka aka the @foodpharmer has taken a comedic spin on education and helped users debunk these tactics.

Through his work, he is carrying forward the baton of living a healthy lifestyle by helping others understand the importance of checking the label before eating anything 💛

Sharing the voice of the common man with shows like Rethink India, he’s brought forward a unique point of view, giving a platform to newer perspectives. His journey as a creator cum activist is beyond inspiring. Which is why we’re extremely happy to announce that he’d be joining us at this year’s Zero1 Fest ⚡

Catch him LIVE on 14th March at Chamara Vajra, Bangalore!
You can earn your pass through the Zero1 App. Link in bio ⭐

[fest, panelist, explore page, Bangalore, finance]","foodpharmer","22.53","12","2025-02-25","2025-02-25T17:30:04.000000+0530","2.61","1.81","2569","4.18",,"59862","18061327162978297","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18061327162978297/481760486_17913001437075017_6770598666795309568_n.jpg","2489","https://www.instagram.com/p/DGfrjRXsyW8/","3575768168988353980_62271955016",,"326","97228","162.42","38","30","IST","image","zero1byzerodha","140162"
"7472","Creating a song is one thing, marketing that song is a different ballgame altogether🎤

Episode now live on Zero1 Hustle's Girlboss⚡
Link in bio🔗

[marketing, songs, music industry, artist, explore page, girl boss]","kanik4kapoor","52.26","34","2025-06-12","2025-06-12T17:59:21.000000+0530","8.43","4.93","5102","4.01",,"111923","18105743716525522","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18105743716525522/505142204_17924974995075017_4835030426982550924_n.jpg","4449","https://www.instagram.com/reel/DKzP5rTJWto/","3653333656927562600_62271955016",,,"54100","48.34","75","544","IST","reel","zero1byzerodha","92381"
"19655","Let your goals decide where your money goes💸

[fest, panel, explore page, stocks, investing, finance]","karthikrangappa",,"7","2025-05-12","2025-05-12T17:39:42.000000+0530","2.46","1.76","4141","3.6",,"96220","18165390748349654","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18165390748349654/500141765_17922461724075017_9208330780440998496_n.jpg","3459","https://www.instagram.com/reel/DJjZBFZu5zn/","3630855750273440999_62271955016",,,"154167","160.22","328","347","IST","reel","zero1byzerodha","215401"
"15121","A good property is more than just a good deal📍

[fest, panellist, explore page, real estate, Bangalore]","nirupa.shankar","40.03","12","2025-04-17","2025-04-17T18:17:35.000000+0530","5.9","3.77","4516","3.51",,"89621","18040710716224975","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18040710716224975/490376776_1880364202713041_6727047205819094759_n.jpg","3137","https://www.instagram.com/reel/DIjE_ilvrPz/","3612753284734825459_62271955016",,,"64573","72.05","662","705","IST","reel","zero1byzerodha","100977"
"12968","The irony is that those who tell you how to get rich are the only ones actually getting rich 🫣💸

#zero1fest 

[finance, panelist, money, explore page]",,"28.53","21","2025-04-02","2025-04-02T20:08:09.000000+0530","9.06","5.46","3250","3.51",,"68867","18085009120621142","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18085009120621142/487924770_17917138854075017_2751010578670919270_n.jpg","2395","https://www.instagram.com/reel/DH8qCXwvTpR/","3601938682895743569_62271955016",,,"31110","45.17","402","432","IST","reel","zero1byzerodha","51619"
,"Up next, on the panels for the Zero1 Fest is ‘Nish Hair ki Maalkin’, @gulati06 🩵

From the screen to the tank, Parul has fought her way through every challenge and built a strong personal brand. Simultaneously balancing her career as a founder and an actress, she’s a true definition of a Girl Boss 💪

Join Parul at the Zero1 Fest on 14th March.
You can earn your pass through the Zero1 App. Link in bio!

[fest, panelist, explore page, Bangalore, finance, women]","gulati06","37.95","14","2025-02-23","2025-02-23T14:01:06.000000+0530","1.39","1.02","2208","3.41",,"59630","18473646517030158","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18473646517030158/481222259_17912748141075017_533428794631225465_n.jpg","2020","https://www.instagram.com/p/DGaKC93yWbj/","3574213438610171619_62271955016",,"580","152916","256.44","88","86","IST","image","zero1byzerodha","207442"
"9128","Success isn’t always loud. Sometimes, it’s just about having gratitude 🙌

[fest, panelist, Bangalore, explore page, success]",,,"3","2025-04-15","2025-04-15T17:39:04.000000+0530","10.75","6.76","3687","3.32",,"88481","17999822597610949","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17999822597610949/488896945_9714669785245672_5075030371469453386_n.jpg","2937","https://www.instagram.com/reel/DId3XtBS8ul/","3611285997667208101_62271955016",,,"31393","35.48","436","311","IST","reel","zero1byzerodha","49934"
,"If you get selected you can ask the Kamath brothers anything to do with your startup idea or existing business. Live at the Zero1 Fest. 

Here’s how:

Step 1 – Download the Zero1 App and complete the mission (Last day to attempt: March 8, 2025)
Step 2 – Give creative and well thought out answers to earn your pass.
Step 3 – If you’re selected, watch out for the application form in your email 📩
Step 4 – Fill out the form and share key details about your business (don’t hold back!)

The top applicants will get the chance to ask their business strategy questions face-to-face during the “Strategy Pitch with the Kamath Brothers” panel at Zero1 Fest on March 14, 2025, at Chamara Vajra, Bangalore. ⭐

🎟️ Earn your pass now on the Zero1 App! 
Link in bio. ⚡",,"19.84","21","2025-03-07","2025-03-07T22:24:19.000000+0530","3.38","2.52","2486","3.29",,"61887","17896449918068548","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17896449918068548/483135398_17914227396075017_2232565763573370818_n.jpg","2015","https://www.instagram.com/p/DG59LHVsfmY/","3583164023181539736_62271955016",,"1021","66240","107.03","205","245","IST","image","zero1byzerodha","89055"
,"Making people laugh isn’t easy, making a career out of it? Even harder🎤

@kennethseb breaks down how to thrive in a creative career, finding gigs and building a loyal audience. His journey is proof that creative careers don’t need a perfect start, just a real one.✨

Catch the conversation live on Zero1 Hustle⚡

[comedy, stand-up, explore page, fun, podcast, hustle]","kennethseb",,"2","2025-04-30","2025-04-30T12:45:57.000000+0530","3.28","1.68","3012","3.09",,"94263","17847019350463394","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17847019350463394/493847165_17920003389075017_1959515004689132966_n.jpg","2907","https://www.instagram.com/p/DJD96Q-zeAq/","3622010810136387626_62271955016",,"255","90261","95.75","52","51","IST","carousel","zero1byzerodha","175818"
"10282","Sometimes, all it takes is an unwavering belief⚡️

In this episode of Girl Boss, we sit down with @karimehta05 to uncover how she turned a passion project into a ₹15 crore storytelling empire. She shares the exact playbook behind her bootstrapped success.

Episode now live on Zero1 Hustle⚡️

Link in bio🔗

[podcast, girl boss, women, creator, explore page, business]","karimehta05","41.59","12","2025-07-22","2025-07-22T21:25:01.000000+0530","3.82","2.26","5217","3.04","1007","124612","18014369582753538","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18014369582753538/523561435_712699348312869_6777792741051509414_n.jpg","3776","https://www.instagram.com/reel/DMakdZRyblH/","3682415995010005319_62271955016",,,"121559","97.55","861","568","IST","reel","zero1byzerodha","205679"
"11496","The real question is, can you out-skill AI?⚡

[panelist, finance, AI, top 1%, explore page]",,"21.53","16","2025-04-24","2025-04-24T17:34:24.000000+0530","9.2","6.21","4179","2.91",,"92860","17983238882685764","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17983238882685764/491496951_17919387585075017_5844699979963486345_n.jpg","2684","https://www.instagram.com/reel/DI1CAthy2IN/","3617806720640442893_62271955016",,,"36117","38.89","624","855","IST","reel","zero1byzerodha","53492"
"10346","Growing up is realising your wins were made possible by someone else’s quiet hustle⚡

Episode now live on Zero1 Hustle💛

[podcast, hustle, finance, chess, explore page]","viditchess","29.87","5","2025-04-23","2025-04-23T17:30:37.000000+0530","4.05","2.33","2903","2.86",,"92613","18072882094716438","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18072882094716438/491470757_17919276414075017_5468179344274308135_n.jpg","2641","https://www.instagram.com/reel/DIycbdPt2dk/","3617078482862303076_62271955016",,,"68452","73.91","127","130","IST","reel","zero1byzerodha","118966"
,"Joining us at the Zero1 Fest is one the freshest voices in the indie music scene - @taba.chake 💛

Fluent in English, Hindi and Nyishi, Taba’s work is a true example of music transcending the boundaries of language. Infused with tribal folklore and beautiful storytelling, his soulful lyrics are filled with messages of love and hope. 🫶

Catch him LIVE at Chamara Vajra 🎙️
Complete the mission on the Zero1 App now to earn your passes ⚡️
Link in bio!

[fest, music, explore page, finance, Bangalore, zero1]",,"41.37","18","2025-03-02","2025-03-02T14:24:08.000000+0530","8.6","5.52","1824","2.8",,"60719","18023618966405330","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/18023618966405330/482140360_17913598590075017_711908389054898875_n.jpg","1685","https://www.instagram.com/p/DGsOP27yifP/","3579298466281170895_62271955016",,"196","20025","32.98","20","101","IST","image","zero1byzerodha","31186"
,"It’s giving OUCH 😬

[CAGR, SIPs, investing, explore page, money, finance]",,"18.13","24","2025-06-11","2025-06-11T17:39:03.000000+0530","3.57","2.89","4643","2.79",,"111420","17846122644500213","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17846122644500213/504836843_17924859900075017_9005388436353197035_n.jpg","3087","https://www.instagram.com/p/DKwo1x2swV9/","3652598915321234813_62271955016",,"1061","110969","99.6","853","679","IST","image","zero1byzerodha","137144"
"10291","Sometimes, the best way to stay invested is through an SIP🙌

[fest, panel, bangalore, SIP, invest, finance]","nithinkamath","24.76","27","2025-05-20","2025-05-20T18:19:49.000000+0530","5.64","3.1","3308","2.6",,"102845","17930025020938024","https://d3jrpje4cbadyk.cloudfront.net/media/62271955016/17930025020938024/500532116_17922461814075017_3287490835403511709_n.jpg","2644","https://www.instagram.com/reel/DJ4D6XMJmUC/","3636673903870764290_62271955016",,,"52800","51.34","306","331","IST","reel","zero1byzerodha","96094"
